age,revenu_mensuel,nombre_experiences_precedentes,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,satisfaction_employee_environnement,note_evaluation_precedente,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,heure_supplementaires,augementation_salaire_precedente,attrition,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,frequence_deplacement,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel,genre_F,genre_M,statut_marital_Célibataire,statut_marital_Divorcé(e),statut_marital_Marié(e),departement_Commercial,departement_Consulting,departement_Ressources Humaines,poste_Assistant de Direction,poste_Cadre Commercial,poste_Consultant,poste_Directeur Technique,poste_Manager,poste_Représentant Commercial,poste_Ressources Humaines,poste_Senior Manager,poste_Tech Lead,domaine_etude_Autre,domaine_etude_Entrepreunariat,domaine_etude_Infra & Cloud,domaine_etude_Marketing,domaine_etude_Ressources Humaines,domaine_etude_Transformation Digitale
49,18665,9,22,3,2,3,3,1,4,3,3,1,11,0,0,4,10,4,2,1,2,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
36,4485,4,10,8,0,3,3,2,4,3,3,0,12,0,0,2,3,3,1,7,7,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
31,2789,1,2,2,2,4,3,2,3,2,3,0,11,0,1,5,5,3,2,2,2,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
26,5828,1,8,8,7,4,2,4,2,3,3,1,12,1,0,0,4,4,1,7,4,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
37,2326,1,4,4,2,2,3,4,3,2,3,1,12,0,3,3,9,3,2,1,2,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
42,13525,5,23,20,4,3,3,2,4,4,3,0,14,0,1,2,26,3,2,4,8,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
18,1420,1,0,0,0,3,3,3,3,3,3,0,13,1,0,2,3,3,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
35,8020,0,12,11,9,3,3,2,3,2,3,0,15,0,2,3,16,3,1,6,9,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
36,3688,4,4,1,0,3,4,4,4,3,3,0,18,0,2,2,18,4,2,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
51,5482,5,13,4,1,4,1,2,4,3,3,0,18,0,1,3,2,3,1,1,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
41,16015,1,22,22,10,4,3,2,2,3,3,0,19,0,0,2,2,4,1,0,4,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
18,1200,1,0,0,0,4,2,3,1,3,3,0,12,0,0,2,10,3,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
28,5661,0,9,8,3,2,4,1,3,3,3,0,19,0,0,2,16,2,1,0,7,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
31,6929,4,10,8,7,2,4,4,2,2,3,0,11,0,1,3,7,3,1,7,7,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
39,9613,0,19,18,10,3,4,4,1,2,3,0,17,0,3,5,1,3,1,3,7,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
36,5674,7,11,9,8,2,3,2,3,3,3,0,15,0,1,3,24,4,0,0,8,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
32,5484,1,13,13,8,4,2,3,3,2,3,0,14,0,1,3,7,3,1,4,8,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
38,12061,3,19,10,8,1,2,2,3,3,3,0,17,0,1,2,25,2,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
58,5660,2,12,5,3,4,1,3,4,3,3,1,13,0,1,2,1,4,0,1,2,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
31,4821,0,6,5,2,3,3,4,3,3,3,1,12,0,1,4,5,4,1,0,3,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
31,6410,3,9,2,2,1,2,1,4,3,3,0,12,0,0,1,2,3,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
45,5210,1,24,24,9,1,3,1,1,3,3,0,18,0,1,2,7,3,2,9,11,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
31,2695,0,3,2,2,3,3,4,2,1,3,1,18,0,1,2,2,4,1,2,2,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
33,11878,6,12,10,6,4,3,2,2,3,3,0,11,0,2,2,5,4,2,8,8,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
39,17068,1,21,21,9,3,3,1,4,3,3,1,14,0,0,3,10,1,1,11,10,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
43,2455,0,9,8,7,3,3,4,1,3,3,0,19,0,0,5,10,4,2,1,7,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
49,13964,7,25,7,1,3,2,3,4,3,3,1,12,0,0,2,1,2,1,0,7,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
52,4941,2,11,8,2,3,2,2,1,2,3,0,15,1,0,3,8,4,1,7,7,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27,2478,1,4,4,3,3,3,2,2,2,3,1,12,0,0,2,5,3,1,1,2,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
32,5228,1,13,13,12,3,2,2,4,3,3,1,11,0,0,2,8,2,1,11,9,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
27,4478,1,5,5,4,4,3,3,1,3,3,1,11,0,0,3,2,3,1,0,4,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
31,7547,4,13,7,7,4,3,4,4,3,3,0,12,0,3,3,7,3,1,1,7,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
32,5055,7,10,7,7,1,4,4,3,2,3,0,16,0,0,0,2,4,1,0,7,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28,3464,5,5,3,2,1,1,4,4,2,3,1,13,1,0,4,2,4,1,2,2,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30,5775,1,11,10,8,4,3,4,4,3,3,0,13,0,2,2,28,2,1,1,9,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,8943,1,10,10,9,3,2,3,1,3,4,0,24,0,1,2,7,2,2,8,9,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
39,19272,1,21,21,9,3,2,4,1,3,3,0,15,0,1,2,7,2,2,13,3,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
39,5238,4,12,1,0,4,3,3,1,2,3,1,18,1,0,3,3,2,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
33,4682,3,9,7,7,2,2,4,3,2,3,0,14,0,0,6,10,3,2,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
47,18300,4,21,3,2,4,3,3,2,3,3,0,11,0,1,2,5,5,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
43,5257,1,9,9,7,3,2,3,2,4,3,0,11,0,1,3,10,4,2,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
27,6349,0,6,5,4,3,3,2,4,3,3,1,13,0,1,0,1,1,0,1,4,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
54,4869,3,20,4,3,4,3,3,4,2,3,0,12,0,0,4,20,4,2,0,3,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
43,9985,8,10,1,0,3,3,1,1,2,3,0,16,0,1,1,7,3,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
45,3697,9,12,10,9,4,3,4,1,3,3,0,14,0,2,3,8,4,1,9,8,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
40,7457,2,6,4,3,2,1,4,3,2,4,1,22,0,3,2,1,2,1,0,2,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
29,2119,1,7,7,7,2,1,1,4,2,3,1,11,1,0,4,8,4,1,0,7,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
29,3983,0,4,3,2,2,2,4,3,3,3,0,17,0,0,2,9,5,1,2,2,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
30,6118,1,10,10,9,4,2,3,3,3,3,0,13,0,3,2,5,3,1,1,2,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
27,6214,1,8,8,7,2,3,2,1,3,3,0,18,0,1,3,8,4,1,0,7,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
37,6347,7,8,6,2,4,3,4,3,2,3,0,16,0,2,2,5,2,1,0,4,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
38,11510,0,12,11,10,3,2,4,2,3,3,1,14,0,1,3,15,2,1,2,9,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
31,7143,1,11,11,9,3,3,4,3,2,3,1,14,0,0,2,7,4,1,4,10,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
29,8268,1,7,7,7,4,2,2,1,3,3,1,14,0,2,2,10,1,1,1,7,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
35,8095,0,17,16,6,3,3,2,4,3,3,0,13,0,0,5,5,4,1,0,13,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
23,2904,1,4,4,2,3,3,4,3,2,3,0,12,0,2,2,26,1,1,0,2,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
41,6032,6,8,5,4,4,2,2,4,3,3,1,15,0,0,3,6,3,1,1,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
47,2976,3,5,0,0,2,3,3,1,3,3,0,19,0,0,3,4,1,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
42,15992,2,16,1,0,1,3,4,2,3,3,0,14,0,0,2,23,5,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
29,4649,1,4,4,3,4,3,3,1,2,3,0,14,0,1,3,2,3,0,0,2,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
42,2696,0,4,3,2,3,3,3,3,3,3,1,11,0,1,5,2,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
32,2370,1,8,8,0,3,3,2,3,3,3,0,13,0,1,4,2,3,1,0,7,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
48,12504,3,15,0,0,1,3,3,2,1,4,0,21,0,1,3,29,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
37,5974,4,13,7,7,3,4,1,1,3,3,1,13,0,2,2,6,3,1,6,7,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30,4736,7,4,2,2,4,3,3,2,4,3,1,12,0,1,2,25,2,0,2,2,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
26,5296,1,8,8,7,3,3,3,2,3,3,0,17,0,1,3,1,3,1,7,7,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
42,6781,3,14,1,0,1,2,4,2,3,4,0,23,0,0,6,2,4,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
21,2174,1,3,3,2,1,2,2,3,3,3,1,11,1,0,3,1,1,2,1,2,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
36,6653,4,7,1,0,4,3,4,2,3,3,0,15,0,0,6,1,5,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
36,9699,4,16,13,9,1,2,4,1,3,3,0,11,0,1,2,3,4,2,1,12,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
57,6755,2,15,3,2,4,3,3,3,3,3,0,11,0,0,2,1,4,1,1,2,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
40,2213,3,10,7,7,4,4,3,3,3,3,1,13,0,1,3,10,4,1,1,7,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
21,2610,1,3,3,2,1,3,4,3,2,4,0,24,0,0,3,9,2,0,2,2,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
33,2851,1,1,1,0,4,3,3,2,3,3,1,13,1,0,2,5,3,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
37,3452,6,17,5,4,3,3,1,2,3,4,0,20,0,1,3,10,3,1,0,3,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
46,5258,2,7,1,0,3,3,3,3,4,3,0,14,0,0,2,7,4,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
41,9355,1,8,8,7,1,3,2,3,3,3,0,18,1,0,5,4,3,2,7,7,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
50,10496,6,20,4,3,4,2,4,4,3,3,0,15,0,0,2,10,3,1,1,3,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
40,6380,2,8,6,4,3,2,3,1,3,3,1,12,1,2,6,22,2,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
31,2657,0,3,2,2,3,2,2,4,3,3,1,16,0,0,5,9,4,1,2,2,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
21,2716,1,1,1,0,3,4,2,4,3,3,0,15,1,0,0,12,3,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
29,2201,9,6,3,2,4,3,4,4,3,3,0,16,0,0,4,23,3,1,1,2,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35,6540,9,10,1,1,3,2,2,3,3,3,0,19,0,0,5,9,4,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
27,3816,1,5,5,2,4,3,2,2,3,3,0,11,0,1,2,1,2,1,0,4,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
28,5253,1,7,7,5,2,3,4,4,3,3,0,16,0,0,1,9,4,1,0,7,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
49,10965,8,26,5,2,2,2,3,3,3,4,0,24,0,0,2,7,3,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
51,4936,4,18,7,7,3,3,4,3,2,3,0,11,0,1,2,14,2,1,0,7,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
36,2543,4,6,2,2,4,3,3,2,3,3,0,13,0,1,3,2,3,1,2,2,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
34,5304,8,9,5,2,1,4,4,2,2,3,1,13,1,0,3,19,3,0,0,4,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
55,16659,2,30,5,4,3,3,4,3,3,3,1,13,0,0,2,2,3,1,1,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
24,4260,1,5,5,2,4,3,3,4,4,3,1,12,0,1,2,10,4,1,0,3,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
30,2476,1,1,1,0,3,3,2,1,3,3,0,18,0,1,3,2,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
26,3102,0,7,6,4,3,3,1,3,3,4,0,22,1,0,2,3,1,2,0,4,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22,2244,1,2,2,1,1,3,2,4,3,3,0,13,0,1,1,11,3,1,1,2,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36,7596,1,10,10,9,2,2,3,2,3,3,0,13,0,2,2,2,2,1,9,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
30,2285,9,3,1,0,3,3,4,3,3,4,1,23,1,0,4,4,3,2,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
37,3034,1,18,18,7,4,3,1,3,2,3,0,12,0,1,2,14,3,1,12,17,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
40,5715,7,8,5,4,4,3,2,3,3,3,0,12,0,2,5,2,2,1,1,3,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
42,2576,3,8,5,2,2,3,1,2,3,3,0,16,0,1,5,1,4,1,1,2,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
37,4197,2,18,1,0,3,3,2,4,2,3,1,12,0,0,2,10,4,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
43,14336,1,25,25,10,1,2,2,3,3,3,0,11,0,1,3,12,3,1,3,9,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
40,3448,6,20,1,0,2,2,3,2,3,4,0,22,0,1,3,2,3,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
54,19406,4,24,4,2,1,3,1,3,2,3,0,11,0,1,4,5,2,1,1,2,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
34,6538,9,6,3,2,3,3,3,1,3,3,0,15,0,1,3,4,4,0,1,2,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
31,4306,1,13,13,10,2,3,1,2,1,3,0,12,0,1,5,7,2,1,3,12,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
43,2258,7,8,3,2,4,3,4,1,3,4,0,20,0,1,1,21,3,2,1,2,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
43,4522,4,8,5,2,3,3,3,4,3,3,1,14,0,0,3,8,4,1,0,2,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
25,4487,1,5,5,4,2,2,4,2,3,3,1,11,0,0,3,4,2,1,1,3,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
37,4449,3,15,13,11,2,3,3,1,3,3,1,15,0,2,2,25,5,0,10,7,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,2218,1,4,4,2,4,2,1,3,3,3,0,12,0,1,3,1,2,1,3,2,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
39,19197,1,21,21,8,2,3,3,3,3,3,1,14,0,1,3,1,1,2,1,6,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
56,13212,9,36,7,7,3,4,1,4,2,3,0,11,0,3,0,6,3,2,7,7,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
30,6577,0,6,5,4,2,3,3,2,3,3,0,11,0,0,6,12,3,1,4,4,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
41,8392,1,10,10,7,2,4,1,3,3,3,0,16,0,1,2,1,3,1,0,7,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
28,4558,1,10,10,0,3,3,1,4,3,3,0,12,0,1,2,17,2,1,1,8,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
25,4031,5,6,2,2,1,3,1,3,3,3,0,13,1,1,5,3,3,1,0,2,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
52,7969,2,28,5,4,4,2,3,3,3,3,1,14,0,0,4,3,3,1,0,4,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
45,2654,3,8,2,2,1,3,4,4,2,4,0,21,0,2,3,10,2,1,0,2,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
52,16555,2,31,5,2,4,3,4,4,1,3,0,13,0,0,2,4,2,1,1,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
42,4556,2,19,5,4,1,3,3,2,3,3,0,11,0,1,3,29,2,2,0,2,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30,6091,2,11,5,4,3,1,4,3,3,4,0,20,0,0,2,2,3,1,0,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
60,19566,5,33,29,8,1,3,1,4,1,3,0,11,0,0,5,7,3,1,11,10,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
46,4810,2,19,10,7,3,3,3,3,2,3,0,14,0,1,5,18,3,1,0,8,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
42,4523,0,7,6,5,4,2,4,4,4,3,0,11,0,3,4,28,4,2,0,4,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
24,3202,1,6,5,3,1,3,2,2,3,3,1,16,1,0,4,1,1,1,1,4,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
34,2351,0,3,2,2,4,1,3,4,2,3,0,16,1,1,3,6,2,2,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
38,1702,1,1,1,0,4,3,4,3,3,4,1,23,0,1,3,2,2,2,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
40,18041,0,21,20,15,3,3,3,4,3,3,0,14,0,0,2,2,4,1,1,12,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
26,2886,1,3,3,2,1,3,4,2,1,4,0,22,0,2,3,23,3,1,0,2,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30,2097,4,9,5,3,3,3,4,3,1,3,0,15,0,1,3,3,3,0,1,4,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
29,11935,1,10,10,2,2,2,3,3,3,3,0,18,0,0,2,3,4,1,0,7,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
29,2546,5,6,2,2,3,2,2,2,4,3,0,16,1,0,2,25,5,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19,2564,1,1,1,0,1,2,4,3,4,3,0,12,1,0,3,2,2,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
30,8412,0,10,9,8,3,3,1,3,3,3,0,11,0,0,3,22,4,0,7,8,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
57,14118,3,32,1,0,1,2,4,3,2,3,0,12,0,1,3,29,3,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
50,17046,0,28,27,10,2,2,3,2,3,3,0,15,0,1,2,29,4,1,15,7,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
30,2564,0,12,11,7,3,3,4,3,2,3,0,14,0,0,2,2,3,0,6,7,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
60,10266,4,22,18,13,3,2,1,4,4,3,0,19,0,0,5,28,3,2,13,11,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
47,5070,5,20,5,0,1,3,4,3,3,3,0,13,0,3,2,2,2,1,0,4,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
46,17861,6,26,3,2,1,3,3,3,1,3,0,13,0,0,2,2,3,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
35,4230,0,6,5,4,4,1,3,3,3,3,0,15,0,0,2,22,3,1,4,3,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
54,3780,7,19,1,0,3,3,3,3,3,3,0,11,0,0,3,8,4,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
34,2768,3,14,7,3,4,2,3,3,3,3,0,12,0,1,3,2,4,1,5,7,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
46,9071,2,15,3,2,3,2,4,3,3,3,1,19,0,1,3,10,3,1,1,2,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
31,10648,1,13,13,8,3,3,2,4,4,4,0,25,0,1,6,9,1,1,0,8,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
33,13610,7,15,7,6,2,3,3,4,4,3,1,12,1,0,2,15,1,1,7,7,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
33,3408,7,8,4,3,1,1,4,1,3,3,0,13,1,3,2,10,1,1,1,3,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
30,2983,0,4,3,2,4,3,2,1,3,3,0,14,0,0,3,7,1,1,1,2,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
